config01:Button00:Measurement Value,Reference Value,Threshold,R_THr,Touch ON/OFF Difference,Hysteresis,Status,MEDIAN_9,Average_4,IIR_8,,IIR_16
45688,45856,800,46656,-168,10,0,45728,45695,45736,,45739
45854,45856,800,46656,-2,10,0,45730,45726,45750,,45743
45821,45856,800,46656,-35,10,0,45767,45749,45758,,45754
45718,45856,800,46656,-138,10,0,45730,45770,45753,,45755
45652,45856,800,46656,-204,10,0,45728,45761,45740,,45746
45659,45856,800,46656,-197,8,0,45718,45712,45729,,45734
45647,45856,800,46656,-209,10,0,45688,45669,45718,,45723
45713,45856,800,46656,-143,10,0,45688,45667,45717,,45717
45858,45856,800,46656,2,10,0,45713,45719,45734,,45725
45705,45856,800,46656,-151,10,0,45713,45730,45730,,45732
45644,45856,800,46656,-212,10,0,45705,45730,45719,,45724
45671,45856,800,46656,-185,10,0,45671,45719,45713,,45716
45590,45856,800,46656,-266,10,0,45659,45652,45697,,45705
45637,45856,800,46656,-219,10,0,45659,45635,45689,,45693
45776,45856,800,46656,-80,10,0,45671,45668,45699,,45694
45810,45856,800,46656,-46,10,0,45705,45703,45712,,45705
45700,45856,800,46656,-156,10,0,45700,45730,45710,,45711
45642,45856,800,46656,-214,10,0,45671,45732,45701,,45705
45624,45856,800,46656,-232,10,0,45644,45694,45691,,45696
45626,45856,800,46656,-230,10,0,45642,45648,45682,,45686
45717,45856,800,46656,-139,10,0,45642,45652,45686,,45684
45901,45856,800,46656,45,10,0,45700,45717,45712,,45699
45786,45856,800,46656,-70,10,0,45717,45757,45721,,45716
45738,45856,800,46656,-118,10,0,45717,45785,45723,,45722
45775,45856,800,46656,-81,10,0,45717,45800,45729,,45726
45636,45856,800,46656,-220,10,0,45717,45733,45717,,45723
45685,45856,800,46656,-171,10,0,45717,45708,45713,,45715
45772,45856,800,46656,-84,10,0,45738,45717,45720,,45716
45838,45856,800,46656,-18,10,0,45772,45732,45734,,45727
45736,45856,800,46656,-120,10,0,45772,45757,45734,,45734
45684,45856,800,46656,-172,10,0,45738,45757,45727,,45730
45706,45856,800,46656,-150,10,0,45736,45741,45724,,45725
45700,45856,800,46656,-156,10,0,45706,45706,45721,,45722
45750,45856,800,46656,-106,10,0,45706,45710,45724,,45722
45871,45856,800,46656,15,10,0,45736,45756,45742,,45733
45795,45856,800,46656,-61,10,0,45750,45779,45748,,45745
45684,45856,800,46656,-172,10,0,45736,45775,45740,,45744
45671,45856,800,46656,-185,10,0,45706,45755,45731,,45735
45611,45856,800,46656,-245,10,0,45700,45690,45716,,45723
45653,45856,800,46656,-203,10,0,45700,45654,45708,,45712
45781,45856,800,46656,-75,10,0,45700,45679,45717,,45712
45855,45856,800,46656,-1,10,0,45750,45725,45734,,45725
45720,45856,800,46656,-136,10,0,45720,45752,45732,,45733
45693,45856,800,46656,-163,10,0,45693,45762,45727,,45729
45735,45856,800,46656,-121,10,0,45693,45750,45728,,45727
45688,45856,800,46656,-168,10,0,45693,45709,45723,,45725
45710,45856,800,46656,-146,10,0,45710,45706,45721,,45722
45849,45856,800,46656,-7,10,0,45720,45745,45737,,45729
45782,45856,800,46656,-74,10,0,45735,45757,45742,,45739
45696,45856,800,46656,-160,10,0,45720,45759,45736,,45739
45691,45856,800,46656,-165,10,0,45710,45754,45730,,45733
45658,45856,800,46656,-198,10,0,45696,45706,45721,,45725
45640,45856,800,46656,-216,10,0,45696,45671,45710,,45715
45737,45856,800,46656,-119,10,0,45696,45681,45713,,45711
45854,45856,800,46656,-2,10,0,45710,45722,45730,,45721
45642,45856,800,46656,-214,10,0,45696,45718,45719,,45724
45655,45856,800,46656,-201,10,0,45691,45722,45711,,45715
45623,45856,800,46656,-233,10,0,45658,45693,45700,,45705
45659,45856,800,46656,-197,10,0,45658,45644,45694,,45697
45769,45856,800,46656,-87,10,0,45658,45676,45703,,45698
45733,45856,800,46656,-123,10,0,45659,45696,45706,,45704
45645,45856,800,46656,-211,10,0,45659,45701,45698,,45702
45645,45856,800,46656,-211,10,0,45655,45698,45691,,45694
45660,45856,800,46656,-196,10,0,45655,45670,45687,,45689
45662,45856,800,46656,-194,10,0,45659,45653,45683,,45685
45749,45856,800,46656,-107,10,0,45660,45679,45691,,45687
45885,45856,800,46656,29,10,0,45662,45739,45715,,45703
45762,45856,800,46656,-94,10,0,45733,45764,45720,,45717
45690,45856,800,46656,-166,10,0,45690,45771,45716,,45718
45704,45856,800,46656,-152,10,0,45690,45760,45714,,45715
45681,45856,800,46656,-175,10,0,45690,45709,45709,,45711
45702,45856,800,46656,-154,10,0,45702,45694,45708,,45708
45824,45856,800,46656,-32,10,0,45704,45727,45722,,45715
45866,45856,800,46656,10,10,0,45749,45768,45740,,45731
45761,45856,800,46656,-95,10,0,45761,45788,45742,,45741
45788,45856,800,46656,-68,10,0,45761,45809,45747,,45744
45799,45856,800,46656,-57,10,0,45761,45803,45753,,45750
45762,45856,800,46656,-94,10,0,45762,45777,45754,,45753
45793,45856,800,46656,-63,10,0,45788,45785,45758,,45756
45919,45856,800,46656,63,10,0,45793,45818,45778,,45768
45828,45856,800,46656,-28,10,0,45799,45825,45784,,45781
45719,45856,800,46656,-137,10,0,45793,45814,45775,,45779
45719,45856,800,46656,-137,10,0,45788,45796,45768,,45771
45712,45856,800,46656,-144,10,0,45788,45744,45761,,45764
45755,45856,800,46656,-101,10,0,45762,45726,45760,,45760
45872,45856,800,46656,16,10,0,45762,45764,45774,,45767
45965,45856,800,46656,109,10,0,45793,45826,45797,,45785
45836,45856,800,46656,-20,10,0,45828,45857,45801,,45799
45783,45856,800,46656,-73,10,0,45783,45864,45798,,45799
45644,45856,800,46656,-212,10,0,45755,45807,45778,,45788
45661,45856,800,46656,-195,10,0,45755,45731,45763,,45770
45776,45856,800,46656,-80,10,0,45776,45716,45764,,45763
45957,45856,800,46656,101,10,0,45783,45759,45788,,45776
45868,45856,800,46656,12,10,0,45836,45815,45798,,45793
45740,45856,800,46656,-116,10,0,45783,45835,45790,,45794
45724,45856,800,46656,-132,10,0,45776,45822,45781,,45785
45710,45856,800,46656,-146,10,0,45740,45760,45772,,45776
45708,45856,800,46656,-148,10,0,45724,45720,45764,,45768
45821,45856,800,46656,-35,10,0,45740,45740,45771,,45767
45952,45856,800,46656,96,10,0,45776,45797,45793,,45782
45831,45856,800,46656,-25,10,0,45821,45828,45797,,45795
45742,45856,800,46656,-114,10,0,45742,45836,45790,,45793
45712,45856,800,46656,-144,10,0,45740,45809,45780,,45785
45690,45856,800,46656,-166,10,0,45724,45743,45768,,45774
45766,45856,800,46656,-90,10,0,45742,45727,45767,,45767
45922,45856,800,46656,66,10,0,45766,45772,45786,,45776
45869,45856,800,46656,13,10,0,45821,45811,45796,,45791
45759,45856,800,46656,-97,10,0,45766,45829,45791,,45793
45722,45856,800,46656,-134,10,0,45759,45818,45782,,45786
45709,45856,800,46656,-147,10,0,45742,45764,45772,,45777
45712,45856,800,46656,-144,10,0,45722,45725,45764,,45768
45787,45856,800,46656,-69,10,0,45759,45732,45766,,45765
45881,45856,800,46656,25,10,0,45766,45772,45780,,45773
45751,45856,800,46656,-105,10,0,45759,45782,45776,,45778
45670,45856,800,46656,-186,10,0,45751,45772,45762,,45769
45738,45856,800,46656,-118,10,0,45738,45760,45759,,45760
45681,45856,800,46656,-175,10,0,45722,45710,45749,,45754
45725,45856,800,46656,-131,10,0,45725,45703,45746,,45747
45833,45856,800,46656,-23,10,0,45738,45744,45756,,45751
45858,45856,800,46656,2,10,0,45751,45774,45768,,45762
45732,45856,800,46656,-124,10,0,45738,45787,45763,,45765
45718,45856,800,46656,-138,10,0,45732,45785,45757,,45760
45714,45856,800,46656,-142,10,0,45725,45755,45751,,45754
45782,45856,800,46656,-74,10,0,45732,45736,45754,,45752
45917,45856,800,46656,61,10,0,45732,45782,45774,,45764
45772,45856,800,46656,-84,10,0,45772,45796,45773,,45773
45679,45856,800,46656,-177,10,0,45772,45787,45761,,45767
50643,45856,800,46656,4787,10,0,45772,47002,46371,,46066
49459,45856,800,46656,3603,10,0,45772,47888,46757,,46564
48453,45856,800,46656,2597,10,0,45782,48558,46969,,46863
47741,45856,800,46656,1885,10,0,45917,49074,47065,,47017
47167,45856,800,46656,1311,10,0,47167,48205,47077,,47071
46825,45856,800,46656,969,10,0,47167,47546,47045,,47061
46569,45856,800,46656,713,10,0,47167,47075,46985,,47015
46411,45856,800,46656,555,10,0,47167,46743,46913,,46949
46177,45856,800,46656,321,10,0,47167,46495,46821,,46867
46028,45856,800,46656,172,10,0,46825,46296,46721,,46771
45972,45856,800,46656,116,10,0,46569,46147,46627,,46674
45815,45856,800,46656,-41,10,0,46411,45998,46525,,46576
45783,45856,800,46656,-73,10,0,46177,45899,46432,,46478
45792,45856,800,46656,-64,10,0,46028,45840,46352,,46392
45768,45856,800,46656,-88,10,0,45972,45789,46279,,46315
45687,45856,800,46656,-169,10,0,45815,45757,46205,,46242
45744,45856,800,46656,-112,10,0,45792,45747,46147,,46176
45766,45856,800,46656,-90,10,0,45783,45741,46099,,46123
45664,45856,800,46656,-192,10,0,45768,45715,46044,,46071
45669,45856,800,46656,-187,10,0,45766,45710,45997,,46020
45767,45856,800,46656,-89,10,0,45766,45716,45968,,45982
45697,45856,800,46656,-159,10,0,45744,45699,45934,,45951
45715,45856,800,46656,-141,10,0,45715,45712,45906,,45920
45655,45856,800,46656,-201,10,0,45697,45708,45874,,45890
45636,45856,800,46656,-220,10,0,45697,45675,45844,,45859
45685,45856,800,46656,-171,10,0,45685,45672,45824,,45834
45697,45856,800,46656,-159,10,0,45685,45668,45808,,45816
45674,45856,800,46656,-182,10,0,45685,45673,45791,,45799
45736,45856,800,46656,-120,10,0,45697,45698,45784,,45787
45804,45856,800,46656,-52,10,0,45697,45727,45786,,45785
45705,45856,800,46656,-151,10,0,45697,45729,45775,,45780
45704,45856,800,46656,-152,10,0,45697,45737,45766,,45770
45760,45856,800,46656,-96,10,0,45704,45743,45765,,45765
45702,45856,800,46656,-154,10,0,45704,45717,45757,,45761
45717,45856,800,46656,-139,10,0,45705,45720,45752,,45754
45819,45856,800,46656,-37,10,0,45717,45749,45760,,45756
45748,45856,800,46656,-108,10,0,45736,45746,45758,,45759
45653,45856,800,46656,-203,10,0,45717,45734,45744,,45751
45662,45856,800,46656,-194,10,0,45705,45720,45733,,45738
45701,45856,800,46656,-155,10,0,45704,45691,45729,,45731
45668,45856,800,46656,-188,10,0,45702,45671,45721,,45725
45750,45856,800,46656,-106,10,0,45702,45695,45724,,45722
45853,45856,800,46656,-3,10,0,45717,45743,45740,,45732
45745,45856,800,46656,-111,10,0,45745,45754,45740,,45740
45703,45856,800,46656,-153,10,0,45703,45762,45735,,45737
45742,45856,800,46656,-114,10,0,45703,45760,45735,,45735
45680,45856,800,46656,-176,10,0,45703,45717,45728,,45731
45703,45856,800,46656,-153,10,0,45703,45707,45724,,45726
45784,45856,800,46656,-72,10,0,45742,45727,45731,,45727
45803,45856,800,46656,-53,10,0,45745,45742,45740,,45735
45702,45856,800,46656,-154,10,0,45742,45748,45735,,45737
45649,45856,800,46656,-207,10,0,45703,45734,45724,,45729
45688,45856,800,46656,-168,10,0,45703,45710,45719,,45721
45734,45856,800,46656,-122,10,0,45703,45693,45720,,45719
45823,45856,800,46656,-33,10,0,45703,45723,45732,,45726
45720,45856,800,46656,-136,10,0,45720,45741,45730,,45731
45662,45856,800,46656,-194,10,0,45720,45734,45721,,45725
45709,45856,800,46656,-147,10,0,45709,45728,45719,,45720
45673,45856,800,46656,-183,10,0,45702,45691,45713,,45716
45698,45856,800,46656,-158,10,0,45698,45685,45711,,45712
45825,45856,800,46656,-31,10,0,45709,45726,45725,,45718
45899,45856,800,46656,43,10,0,45720,45773,45746,,45735
45798,45856,800,46656,-58,10,0,45720,45805,45752,,45749
45726,45856,800,46656,-130,10,0,45720,45812,45748,,45750
45782,45856,800,46656,-74,10,0,45726,45801,45752,,45750
45757,45856,800,46656,-99,10,0,45757,45765,45752,,45752
45809,45856,800,46656,-47,10,0,45782,45768,45759,,45755
45954,45856,800,46656,98,10,0,45798,45825,45783,,45771
45896,45856,800,46656,40,10,0,45809,45854,45797,,45790
45812,45856,800,46656,-44,10,0,45809,45867,45798,,45797
45811,45856,800,46656,-45,10,0,45809,45868,45799,,45798
45767,45856,800,46656,-89,10,0,45809,45821,45795,,45797
45738,45856,800,46656,-118,10,0,45809,45782,45787,,45791
45814,45856,800,46656,-42,10,0,45811,45782,45790,,45788
45915,45856,800,46656,59,10,0,45812,45808,45805,,45797
45821,45856,800,46656,-35,10,0,45814,45822,45807,,45806
45796,45856,800,46656,-60,10,0,45812,45836,45805,,45806
45804,45856,800,46656,-52,10,0,45811,45834,45804,,45804
45776,45856,800,46656,-80,10,0,45804,45799,45800,,45802
45815,45856,800,46656,-41,10,0,45804,45797,45801,,45800
45928,45856,800,46656,72,10,0,45814,45830,45816,,45808
45895,45856,800,46656,39,10,0,45815,45853,45825,,45820
45797,45856,800,46656,-59,10,0,45815,45858,45821,,45823
45751,45856,800,46656,-105,10,0,45804,45842,45812,,45816
45742,45856,800,46656,-114,10,0,45797,45796,45803,,45807
45839,45856,800,46656,-17,10,0,45804,45782,45807,,45805
45911,45856,800,46656,55,10,0,45815,45810,45820,,45813
45773,45856,800,46656,-83,10,0,45815,45816,45814,,45817
45734,45856,800,46656,-122,10,0,45797,45814,45804,,45809
45767,45856,800,46656,-89,10,0,45773,45796,45799,,45801
45737,45856,800,46656,-119,10,0,45767,45752,45791,,45795
45765,45856,800,46656,-91,10,0,45765,45750,45787,,45789
45901,45856,800,46656,45,10,0,45767,45792,45801,,45794
45918,45856,800,46656,62,10,0,45773,45830,45815,,45808
45794,45856,800,46656,-62,10,0,45773,45844,45812,,45813
45765,45856,800,46656,-91,10,0,45767,45844,45806,,45809
45754,45856,800,46656,-102,10,0,45765,45807,45799,,45802
45761,45856,800,46656,-95,10,0,45765,45768,45794,,45796
45849,45856,800,46656,-7,10,0,45765,45782,45800,,45797
46029,45856,800,46656,173,10,0,45794,45848,45828,,45814
45890,45856,800,46656,34,10,0,45849,45882,45835,,45831
45818,45856,800,46656,-38,10,0,45818,45896,45832,,45833
45793,45856,800,46656,-63,10,0,45794,45882,45827,,45829
45730,45856,800,46656,-126,10,0,45793,45807,45814,,45820
45699,45856,800,46656,-157,10,0,45793,45760,45799,,45806
45828,45856,800,46656,-28,10,0,45818,45762,45802,,45800
45875,45856,800,46656,19,10,0,45828,45783,45811,,45806
45780,45856,800,46656,-76,10,0,45818,45795,45807,,45809
45785,45856,800,46656,-71,10,0,45793,45817,45804,,45805
45791,45856,800,46656,-65,10,0,45791,45807,45802,,45803
45764,45856,800,46656,-92,10,0,45785,45780,45797,,45799
45824,45856,800,46656,-32,10,0,45785,45791,45800,,45798
45977,45856,800,46656,121,10,0,45791,45839,45822,,45811
45876,45856,800,46656,20,10,0,45824,45860,45828,,45825
45736,45856,800,46656,-120,10,0,45791,45853,45816,,45822
45782,45856,800,46656,-74,10,0,45785,45842,45811,,45813
45793,45856,800,46656,-63,10,0,45791,45796,45808,,45809
45904,45856,800,46656,48,10,0,45793,45803,45820,,45814
46021,45856,800,46656,165,10,0,45824,45875,45845,,45832
45902,45856,800,46656,46,10,0,45876,45905,45852,,45848
45860,45856,800,46656,4,10,0,45876,45921,45853,,45852
45906,45856,800,46656,50,10,0,45876,45922,45859,,45856
45844,45856,800,46656,-12,10,0,45860,45878,45857,,45858
45879,45856,800,46656,23,10,0,45879,45872,45859,,45858
46015,45856,800,46656,159,10,0,45902,45911,45878,,45868
45930,45856,800,46656,74,10,0,45904,45917,45884,,45881
45746,45856,800,46656,-110,10,0,45902,45892,45866,,45875
45774,45856,800,46656,-82,10,0,45879,45866,45854,,45860
45782,45856,800,46656,-74,10,0,45860,45808,45845,,45849
45806,45856,800,46656,-50,10,0,45844,45777,45840,,45842
45901,45856,800,46656,45,10,0,45844,45815,45847,,45843
46027,45856,800,46656,171,10,0,45879,45879,45869,,45858
45898,45856,800,46656,42,10,0,45898,45908,45872,,45870
45801,45856,800,46656,-55,10,0,45806,45906,45863,,45867
45821,45856,800,46656,-35,10,0,45806,45886,45857,,45860
45769,45856,800,46656,-87,10,0,45806,45822,45846,,45851
45813,45856,800,46656,-43,10,0,45813,45801,45841,,45843
46002,45856,800,46656,146,10,0,45821,45851,45861,,45851
45934,45856,800,46656,78,10,0,45898,45879,45870,,45865
45851,45856,800,46656,-5,10,0,45851,45900,45867,,45868
45825,45856,800,46656,-31,10,0,45825,45903,45861,,45864
45836,45856,800,46656,-20,10,0,45825,45861,45857,,45859
45818,45856,800,46656,-38,10,0,45825,45832,45852,,45854
45914,45856,800,46656,58,10,0,45836,45848,45859,,45855
46064,45856,800,46656,208,10,0,45851,45908,45884,,45871
45887,45856,800,46656,31,10,0,45887,45920,45884,,45884
45788,45856,800,46656,-68,10,0,45851,45913,45872,,45878
45812,45856,800,46656,-44,10,0,45836,45887,45864,,45868
45761,45856,800,46656,-95,10,0,45825,45812,45851,,45857
45977,45856,800,46656,121,10,0,45836,45834,45866,,45858
46015,45856,800,46656,159,10,0,45887,45891,45884,,45875
45767,45856,800,46656,-89,10,0,45887,45880,45869,,45876
45739,45856,800,46656,-117,10,0,45812,45874,45852,,45860
45757,45856,800,46656,-99,10,0,45788,45819,45840,,45846
45750,45856,800,46656,-106,10,0,45767,45753,45828,,45834
45792,45856,800,46656,-64,10,0,45767,45759,45823,,45825
45929,45856,800,46656,73,10,0,45767,45807,45836,,45829
45819,45856,800,46656,-37,10,0,45792,45822,45833,,45834
45758,45856,800,46656,-98,10,0,45767,45824,45823,,45828
45777,45856,800,46656,-79,10,0,45767,45820,45817,,45820
45708,45856,800,46656,-148,10,0,45758,45765,45803,,45810
45767,45856,800,46656,-89,10,0,45767,45752,45798,,45800
45896,45856,800,46656,40,10,0,45777,45787,45810,,45804
46005,45856,800,46656,149,10,0,45792,45844,45834,,45822
45774,45856,800,46656,-82,10,0,45777,45860,45826,,45830
45736,45856,800,46656,-120,10,0,45774,45852,45814,,45820
45754,45856,800,46656,-102,10,0,45767,45817,45806,,45810
45742,45856,800,46656,-114,10,0,45767,45751,45798,,45802
45825,45856,800,46656,-31,10,0,45767,45764,45801,,45799
46027,45856,800,46656,171,10,0,45774,45837,45829,,45815
45928,45856,800,46656,72,10,0,45825,45880,45841,,45835
45803,45856,800,46656,-53,10,0,45803,45895,45836,,45838
45875,45856,800,46656,19,10,0,45803,45908,45840,,45838
45909,45856,800,46656,53,10,0,45825,45878,45848,,45844
45826,45856,800,46656,-30,10,0,45826,45853,45845,,45846
45820,45856,800,46656,-36,10,0,45826,45857,45841,,45843
45822,45856,800,46656,-34,10,0,45826,45844,45838,,45839
45723,45856,800,46656,-133,10,0,45826,45797,45823,,45830
45772,45856,800,46656,-84,10,0,45822,45784,45816,,45819
45817,45856,800,46656,-39,10,0,45820,45783,45816,,45816
45762,45856,800,46656,-94,10,0,45820,45768,45809,,45812
45761,45856,800,46656,-95,10,0,45817,45778,45803,,45806
45829,45856,800,46656,-27,10,0,45817,45792,45806,,45804
45744,45856,800,46656,-112,10,0,45772,45774,45798,,45802
45709,45856,800,46656,-147,10,0,45762,45760,45786,,45792
45763,45856,800,46656,-93,10,0,45762,45761,45783,,45784
45802,45856,800,46656,-54,10,0,45763,45754,45785,,45784
45753,45856,800,46656,-103,10,0,45762,45756,45781,,45783
45798,45856,800,46656,-58,10,0,45762,45779,45783,,45782
45887,45856,800,46656,31,10,0,45763,45810,45796,,45789
45760,45856,800,46656,-96,10,0,45763,45799,45791,,45793
45753,45856,800,46656,-103,10,0,45760,45799,45786,,45788
45815,45856,800,46656,-41,10,0,45763,45803,45789,,45787
45757,45856,800,46656,-99,10,0,45763,45771,45785,,45787
45754,45856,800,46656,-102,10,0,45760,45769,45781,,45783
45840,45856,800,46656,-16,10,0,45760,45791,45788,,45784
45838,45856,800,46656,-18,10,0,45798,45797,45794,,45791
45720,45856,800,46656,-136,10,0,45760,45788,45784,,45789
45757,45856,800,46656,-99,10,0,45757,45788,45780,,45782
45839,45856,800,46656,-17,10,0,45757,45788,45787,,45783
45802,45856,800,46656,-54,10,0,45802,45779,45788,,45787
45842,45856,800,46656,-14,10,0,45802,45810,45794,,45791
45948,45856,800,46656,92,10,0,45838,45857,45813,,45803
45836,45856,800,46656,-20,10,0,45838,45857,45815,,45814
45770,45856,800,46656,-86,10,0,45836,45849,45809,,45812
45785,45856,800,46656,-71,10,0,45802,45834,45806,,45807
45753,45856,800,46656,-103,10,0,45802,45786,45799,,45802
45763,45856,800,46656,-93,10,0,45802,45767,45794,,45796
45808,45856,800,46656,-48,10,0,45802,45777,45795,,45794
45836,45856,800,46656,-20,10,0,45808,45790,45800,,45797
45713,45856,800,46656,-143,10,0,45785,45780,45789,,45794
45735,45856,800,46656,-121,10,0,45770,45773,45782,,45785
45778,45856,800,46656,-78,10,0,45770,45765,45781,,45781
45758,45856,800,46656,-98,10,0,45763,45746,45778,,45779
45767,45856,800,46656,-89,10,0,45763,45759,45776,,45777
45752,45856,800,46656,-104,10,0,45763,45763,45773,,45774
45708,45856,800,46656,-148,10,0,45758,45746,45764,,45768
45760,45856,800,46656,-96,10,0,45758,45746,45763,,45763
45739,45856,800,46656,-117,10,0,45752,45739,45760,,45761
45775,45856,800,46656,-81,10,0,45758,45745,45761,,45760
45873,45856,800,46656,17,10,0,45760,45786,45775,,45768
45981,45856,800,46656,125,10,0,45760,45842,45800,,45787
45831,45856,800,46656,-25,10,0,45767,45865,45803,,45801
45777,45856,800,46656,-79,10,0,45775,45865,45799,,45801
46900,45856,800,46656,1044,10,0,45777,46122,45936,,45867
46553,45856,800,46656,697,10,0,45831,46265,46013,,45974
46403,45856,800,46656,547,10,0,45873,46408,46061,,46037
46383,45856,800,46656,527,10,0,45981,46559,46101,,46081
46257,45856,800,46656,401,10,0,46257,46399,46120,,46110
46048,45856,800,46656,192,10,0,46257,46272,46111,,46115
46040,45856,800,46656,184,10,0,46257,46182,46102,,46106
46001,45856,800,46656,145,10,0,46257,46086,46089,,46095
45925,45856,800,46656,69,10,0,46257,46003,46068,,46078
45975,45856,800,46656,119,10,0,46048,45985,46056,,46062
46060,45856,800,46656,204,10,0,46048,45990,46056,,46056
45896,45856,800,46656,40,10,0,46040,45964,46036,,46046
45818,45856,800,46656,-38,10,0,46001,45937,46008,,46022
45829,45856,800,46656,-27,10,0,45975,45900,45985,,45996
45756,45856,800,46656,-100,10,0,45925,45824,45956,,45970
45803,45856,800,46656,-53,10,0,45896,45801,45936,,45946
45942,45856,800,46656,86,10,0,45896,45832,45936,,45936
45857,45856,800,46656,1,10,0,45857,45839,45926,,45931
45751,45856,800,46656,-105,10,0,45829,45838,45904,,45915
45771,45856,800,46656,-85,10,0,45818,45830,45887,,45895
45840,45856,800,46656,-16,10,0,45818,45804,45881,,45884
45811,45856,800,46656,-45,10,0,45811,45793,45872,,45876
45860,45856,800,46656,4,10,0,45811,45820,45870,,45871
45986,45856,800,46656,130,10,0,45840,45874,45884,,45877
45833,45856,800,46656,-23,10,0,45840,45872,45877,,45880
45764,45856,800,46656,-92,10,0,45833,45860,45862,,45869
45805,45856,800,46656,-51,10,0,45811,45847,45854,,45858
45734,45856,800,46656,-122,10,0,45811,45784,45839,,45846
45761,45856,800,46656,-95,10,0,45811,45766,45829,,45834
45889,45856,800,46656,33,10,0,45811,45797,45836,,45832
45962,45856,800,46656,106,10,0,45833,45836,45851,,45843
45827,45856,800,46656,-29,10,0,45827,45859,45848,,45849
45804,45856,800,46656,-52,10,0,45805,45870,45842,,45845
45818,45821,800,46621,-3,10,0,45805,45852,45839,,45840
45790,45821,800,46621,-31,10,0,45805,45809,45832,,45835
45853,45821,800,46621,32,10,0,45818,45816,45834,,45833
45961,45821,800,46621,140,10,0,45827,45855,45849,,45841
45831,45821,800,46621,10,10,0,45831,45858,45846,,45847
45735,45821,800,46621,-86,10,0,45827,45845,45832,,45839
45703,45821,800,46621,-118,10,0,45818,45807,45815,,45823
45739,45821,800,46621,-82,10,0,45804,45752,45805,,45810
45843,45821,800,46621,22,10,0,45818,45755,45809,,45807
45958,45821,800,46621,137,10,0,45831,45810,45827,,45818
45779,45821,800,46621,-42,10,0,45831,45829,45821,,45824
45720,45821,800,46621,-101,10,0,45779,45825,45808,,45814
45780,45821,800,46621,-41,10,0,45779,45809,45804,,45806
45759,45821,800,46621,-62,10,0,45759,45759,45798,,45801
45808,45821,800,46621,-13,10,0,45779,45766,45799,,45798
45963,45821,800,46621,142,10,0,45780,45827,45819,,45809
45914,45821,800,46621,93,10,0,45808,45861,45830,,45824
45789,45821,800,46621,-32,10,0,45789,45868,45824,,45827
45777,45821,800,46621,-44,10,0,45780,45860,45818,,45821
45748,45821,768,46589,-73,4106,1,45780,45807,45809,,45813
45712,45821,800,46621,-109,10,0,45780,45756,45796,,45802
45788,45821,800,46621,-33,10,0,45788,45756,45795,,45795
45918,45821,800,46621,97,10,0,45789,45791,45810,,45802
45753,45821,800,46621,-68,10,0,45788,45792,45802,,45806
45801,45821,800,46621,-20,10,0,45788,45815,45801,,45801
45733,45821,800,46621,-88,10,0,45777,45801,45792,,45796
45785,45821,800,46621,-36,10,0,45777,45768,45791,,45791
45937,45821,800,46621,116,10,0,45785,45814,45809,,45800
45921,45821,800,46621,100,10,0,45788,45844,45823,,45816
45816,45821,800,46621,-5,10,0,45801,45864,45822,,45822
45778,45821,800,46621,-43,10,0,45801,45863,45816,,45819
45801,45821,800,46621,-20,10,0,45801,45829,45814,,45815
45794,45821,800,46621,-27,10,0,45801,45797,45811,,45812
45877,45821,800,46621,56,10,0,45801,45812,45819,,45815
46018,45821,800,46621,197,10,0,45816,45872,45843,,45831
45915,45821,800,46621,94,10,0,45877,45901,45852,,45847
45821,45821,800,46621,0,10,0,45821,45907,45848,,45850
45842,45821,800,46621,21,10,0,45821,45899,45847,,45847
45792,45821,800,46621,-29,10,0,45821,45842,45840,,45843
45809,45821,800,46621,-12,10,0,45821,45816,45836,,45838
45919,45821,800,46621,98,10,0,45842,45840,45846,,45841
45946,45821,800,46621,125,10,0,45877,45866,45858,,45852
45856,45821,800,46621,35,10,0,45856,45882,45857,,45857
45788,45821,800,46621,-33,10,0,45842,45877,45848,,45852
45786,45821,800,46621,-35,10,0,45821,45844,45840,,45844
45781,45821,800,46621,-40,10,0,45809,45802,45832,,45836
45846,45821,800,46621,25,10,0,45809,45800,45833,,45832
46001,45821,800,46621,180,10,0,45846,45853,45854,,45843
45872,45821,800,46621,51,10,0,45856,45875,45856,,45855
45757,45821,800,46621,-64,10,0,45846,45869,45843,,45849
45731,45821,800,46621,-90,10,0,45788,45840,45829,,45836
45694,45821,800,46621,-127,10,0,45786,45763,45812,,45820
45738,45821,800,46621,-83,10,0,45781,45730,45802,,45807
45892,45821,800,46621,71,10,0,45781,45763,45813,,45807
45928,45821,800,46621,107,10,0,45846,45813,45827,,45820
45791,45821,800,46621,-30,10,0,45791,45837,45822,,45824
45736,45821,800,46621,-85,10,0,45757,45836,45811,,45816
45778,45821,800,46621,-43,10,0,45757,45808,45806,,45808
45761,45821,800,46621,-60,10,0,45761,45766,45800,,45803
45820,45821,800,46621,-1,10,0,45778,45773,45802,,45801
45958,45821,800,46621,137,10,0,45791,45829,45821,,45811
45867,45821,800,46621,46,10,0,45820,45851,45826,,45823
45808,45821,800,46621,-13,10,0,45808,45863,45823,,45824
45793,45821,800,46621,-28,10,0,45793,45856,45819,,45821
45771,45821,800,46621,-50,10,0,45793,45809,45813,,45816
45776,45821,800,46621,-45,10,0,45793,45787,45808,,45810
45879,45821,800,46621,58,10,0,45808,45804,45816,,45812
46031,45821,800,46621,210,10,0,45820,45864,45842,,45829
