config01:Button00:Measurement Value,Reference Value,Threshold,R_THr,Touch ON/OFF Difference,Hysteresis,Status,MEDIAN_9,Average_4,IIR_8,,IIR_16
45971,46119,800,46919,-148,10,0,46102,46147,46128,,46139
45892,46119,800,46919,-227,10,0,46102,46052,46098,,46113
45977,46119,800,46919,-142,10,0,46102,45985,46082,,46090
46189,46119,800,46919,70,10,0,46102,46007,46095,,46088
46419,46119,800,46919,300,10,0,46102,46119,46135,,46115
46204,46119,800,46919,85,10,0,46189,46197,46143,,46139
46055,46119,800,46919,-64,10,0,46102,46216,46132,,46137
45956,46119,800,46919,-163,10,0,46055,46158,46110,,46121
45890,46119,800,46919,-229,10,0,45977,46026,46082,,46096
46040,46119,800,46919,-79,10,0,46040,45985,46076,,46079
46261,46119,800,46919,142,10,0,46055,46036,46099,,46087
46272,46119,800,46919,153,10,0,46189,46115,46120,,46109
46086,46119,800,46919,-33,10,0,46086,46164,46115,,46117
45984,46119,800,46919,-135,10,0,46055,46150,46098,,46106
45931,46119,800,46919,-188,10,0,46040,46068,46077,,46087
45995,46119,800,46919,-124,10,0,45995,45999,46066,,46071
46195,46119,800,46919,76,10,0,46040,46026,46082,,46074
46429,46119,800,46919,310,10,0,46086,46137,46125,,46103
46248,46119,800,46919,129,10,0,46195,46216,46140,,46132
46109,46119,800,46919,-10,10,0,46109,46245,46136,,46138
45979,46119,800,46919,-140,10,0,46086,46191,46116,,46126
45926,46119,800,46919,-193,10,0,45995,46065,46092,,46104
46057,46119,800,46919,-62,10,0,46057,46017,46087,,46089
46230,46119,800,46919,111,10,0,46109,46048,46104,,46095
46293,46119,800,46919,174,10,0,46195,46126,46127,,46115
46100,46119,800,46919,-19,10,0,46109,46170,46123,,46125
45962,46119,800,46919,-157,10,0,46100,46146,46102,,46112
45888,46119,800,46919,-231,10,0,46057,46060,46075,,46088
45899,46119,800,46919,-220,10,0,45979,45962,46053,,46064
46046,46119,800,46919,-73,10,0,46046,45948,46052,,46052
46285,46119,800,46919,166,10,0,46057,46029,46081,,46066
46119,46119,800,46919,0,10,0,46100,46087,46085,,46083
45961,46119,800,46919,-158,10,0,46046,46102,46069,,46077
45864,46119,800,46919,-255,10,0,45962,46057,46043,,46056
45845,46119,800,46919,-274,10,0,45961,45947,46018,,46030
45946,46119,800,46919,-173,10,0,45946,45904,46009,,46013
46224,46119,800,46919,105,10,0,45961,45969,46035,,46022
46333,46119,800,46919,214,10,0,46046,46087,46072,,46053
46147,46119,800,46919,28,10,0,46119,46162,46081,,46076
45990,46119,800,46919,-129,10,0,45990,46173,46069,,46075
45901,46119,800,46919,-218,10,0,45961,46092,46048,,46058
45929,46119,800,46919,-190,10,0,45946,45991,46033,,46040
46084,46119,800,46919,-35,10,0,45990,45976,46039,,46036
46327,46119,800,46919,208,10,0,46084,46060,46075,,46057
46240,46119,800,46919,121,10,0,46147,46145,46095,,46085
46101,46119,800,46919,-18,10,0,46101,46188,46095,,46095
46061,46119,800,46919,-58,10,0,46084,46182,46090,,46092
45991,46119,800,46919,-128,10,0,46061,46098,46077,,46083
45926,46119,800,46919,-193,10,0,46061,46019,46058,,46067
45997,46119,800,46919,-122,10,0,46061,45993,46050,,46054
46056,46119,800,46919,-63,10,0,46061,45992,46050,,46050
45932,46119,800,46919,-187,10,0,46056,45977,46035,,46042
45842,46119,800,46919,-277,10,0,45997,45956,46010,,46022
45842,46119,800,46919,-277,10,0,45991,45918,45989,,45999
45810,46119,800,46919,-309,10,0,45932,45856,45966,,45977
45865,46119,800,46919,-254,10,0,45926,45839,45953,,45959
46028,46119,800,46919,-91,10,0,45926,45886,45962,,45957
46014,46119,800,46919,-105,10,0,45932,45929,45968,,45965
45902,46119,800,46919,-217,10,0,45902,45952,45959,,45963
45794,46119,800,46919,-325,10,0,45865,45934,45938,,45948
45756,46119,800,46919,-363,10,0,45842,45866,45915,,45926
45782,46119,800,46919,-337,10,0,45842,45808,45898,,45906
45973,46119,800,46919,-146,10,0,45865,45826,45907,,45902
45804,46119,800,46919,-315,10,0,45865,45828,45894,,45900
45722,46119,800,46919,-397,10,0,45804,45820,45872,,45883
45751,46119,800,46919,-368,10,0,45794,45812,45856,,45864
45660,46119,800,46919,-459,10,0,45782,45734,45831,,45843
45707,46119,800,46919,-412,10,0,45756,45710,45815,,45823
45856,46119,800,46919,-263,10,0,45756,45743,45820,,45817
45902,46119,800,46919,-217,10,0,45782,45781,45830,,45825
45786,46119,800,46919,-333,10,0,45786,45812,45824,,45827
45743,46119,800,46919,-376,10,0,45751,45821,45813,,45818
45731,46119,800,46919,-388,10,0,45743,45790,45802,,45807
45735,46119,800,46919,-384,10,0,45743,45748,45793,,45797
45850,46119,800,46919,-269,10,0,45743,45764,45800,,45796
46045,46119,800,46919,-74,10,0,45786,45840,45830,,45815
45886,46119,800,46919,-233,10,0,45850,45879,45837,,45833
45782,46119,800,46919,-337,10,0,45786,45890,45830,,45833
45747,46119,800,46919,-372,10,0,45782,45865,45819,,45824
45740,46119,800,46919,-379,10,0,45747,45788,45809,,45814
45725,46119,800,46919,-394,10,0,45747,45748,45798,,45803
45812,46119,800,46919,-307,10,0,45782,45756,45799,,45798
45876,46119,800,46919,-243,10,0,45812,45788,45808,,45803
45777,46119,800,46919,-342,10,0,45782,45797,45804,,45806
45721,46119,800,46919,-398,10,0,45777,45796,45793,,45798
45787,46119,800,46919,-332,10,0,45777,45790,45792,,45792
45781,46119,800,46919,-338,10,0,45777,45766,45790,,45791
45853,46119,800,46919,-266,10,0,45781,45785,45797,,45793
46013,46119,800,46919,-106,10,0,45787,45858,45824,,45810
45915,46119,800,46919,-204,10,0,45812,45890,45835,,45829
45827,46119,800,46919,-292,10,0,45827,45902,45834,,45834
45784,46119,800,46919,-335,10,0,45787,45884,45827,,45830
45722,46119,800,46919,-397,10,0,45787,45812,45813,,45820
45759,46119,800,46919,-360,10,0,45787,45773,45806,,45809
45890,46119,800,46919,-229,10,0,45827,45788,45816,,45811
46030,46119,800,46919,-89,10,0,45853,45850,45842,,45829
45841,46119,800,46919,-278,10,0,45841,45880,45841,,45841
45849,46119,800,46919,-270,10,0,45841,45902,45842,,45841
45874,46119,800,46919,-245,10,0,45841,45898,45846,,45844
45813,46119,800,46919,-306,10,0,45841,45844,45841,,45843
45838,46119,800,46919,-281,10,0,45841,45843,45840,,45840
45942,46119,800,46919,-177,10,0,45849,45866,45852,,45846
45870,46119,800,46919,-249,10,0,45870,45865,45854,,45853
45772,46119,800,46919,-347,10,0,45849,45855,45843,,45848
45754,46119,800,46919,-365,10,0,45841,45834,45831,,45837
45709,46119,800,46919,-410,10,0,45838,45776,45815,,45823
45734,46119,800,46919,-385,10,0,45813,45742,45804,,45809
45838,46119,800,46919,-281,10,0,45813,45758,45808,,45806
46004,46119,800,46919,-115,10,0,45838,45821,45832,,45820
45856,46119,800,46919,-263,10,0,45838,45858,45835,,45833
45780,46119,800,46919,-339,10,0,45780,45869,45828,,45831
45804,46119,800,46919,-315,10,0,45780,45861,45825,,45826
45764,46119,800,46919,-355,10,0,45780,45801,45817,,45821
45855,46119,800,46919,-264,10,0,45804,45800,45821,,45819
45998,46119,800,46919,-121,10,0,45838,45855,45843,,45832
45960,46119,800,46919,-159,10,0,45855,45894,45857,,45850
45862,46119,800,46919,-257,10,0,45856,45918,45857,,45857
45877,46119,800,46919,-242,10,0,45856,45924,45859,,45858
45887,46119,800,46919,-232,10,0,45862,45896,45862,,45860
45834,46119,800,46919,-285,10,0,45862,45865,45858,,45860
45892,46119,800,46919,-227,10,0,45877,45872,45862,,45860
46024,46119,800,46919,-95,10,0,45887,45909,45882,,45872
45887,46119,800,46919,-232,10,0,45887,45909,45882,,45882
45801,46119,800,46919,-318,10,0,45887,45901,45871,,45876
45818,46119,800,46919,-301,10,0,45877,45882,45864,,45867
45764,46119,800,46919,-355,10,0,45877,45817,45851,,45857
45803,46119,800,46919,-316,10,0,45834,45796,45845,,45848
45923,46119,800,46919,-196,10,0,45834,45827,45854,,45849
45950,46119,800,46919,-169,10,0,45887,45860,45866,,45860
45844,46119,800,46919,-275,10,0,45844,45880,45863,,45864
45745,46119,800,46919,-374,10,0,45818,45865,45848,,45855
45755,46119,800,46919,-364,10,0,45803,45823,45836,,45842
45514,46119,800,46919,-605,10,0,45803,45714,45795,,45815
45584,46119,800,46919,-535,10,0,45764,45649,45768,,45781
45736,46119,800,46919,-383,10,0,45755,45647,45764,,45766
45662,46119,800,46919,-457,10,0,45745,45624,45751,,45757
45626,46119,800,46919,-493,10,0,45736,45652,45735,,45743
45652,46119,800,46919,-467,10,0,45662,45669,45724,,45729
45697,46119,800,46919,-422,10,0,45662,45659,45720,,45722
45818,46119,800,46919,-301,10,0,45662,45698,45732,,45726
45859,46119,800,46919,-260,10,0,45662,45756,45747,,45739
45794,46119,800,46919,-325,10,0,45697,45792,45752,,45749
45781,46119,800,46919,-338,10,0,45736,45813,45755,,45753
45877,46119,800,46919,-242,10,0,45781,45827,45770,,45762
45835,46119,800,46919,-284,10,0,45794,45821,45778,,45774
45879,46119,800,46919,-240,10,0,45818,45843,45790,,45784
46053,46119,800,46919,-66,10,0,45835,45911,45822,,45806
45972,46119,800,46919,-147,10,0,45859,45934,45840,,45831
45864,46119,800,46919,-255,10,0,45864,45942,45843,,45841
45866,46119,800,46919,-253,10,0,45866,45938,45845,,45844
45894,46119,800,46919,-225,10,0,45877,45899,45851,,45848
45857,46119,800,46919,-262,10,0,45877,45870,45851,,45851
45919,46119,800,46919,-200,10,0,45879,45884,45859,,45855
45993,46119,800,46919,-126,10,0,45894,45915,45875,,45867
45849,46119,800,46919,-270,10,0,45894,45904,45871,,45873
45809,46119,800,46919,-310,10,0,45866,45892,45863,,45867
45860,46119,800,46919,-259,10,0,45864,45877,45862,,45862
45789,46119,800,46919,-330,10,0,45860,45826,45852,,45857
45795,46119,800,46919,-324,10,0,45857,45813,45844,,45848
45906,46119,800,46919,-213,10,0,45857,45837,45851,,45847
45850,46119,800,46919,-269,10,0,45850,45835,45850,,45850
45731,46119,800,46919,-388,10,0,45849,45820,45835,,45842
45732,46119,800,46919,-387,10,0,45809,45804,45822,,45828
45744,46119,800,46919,-375,10,0,45795,45764,45812,,45817
45741,46119,800,46919,-378,10,0,45789,45737,45803,,45807
45844,46119,800,46919,-275,10,0,45789,45765,45808,,45805
45963,46119,800,46919,-156,10,0,45795,45823,45827,,45817
45825,46119,800,46919,-294,10,0,45825,45843,45826,,45826
45819,46119,800,46919,-300,10,0,45819,45862,45825,,45825
45851,46119,800,46919,-268,10,0,45819,45864,45828,,45826
45779,46119,800,46919,-340,10,0,45819,45818,45821,,45824
45812,46119,800,46919,-307,10,0,45819,45815,45819,,45820
45883,46119,800,46919,-236,10,0,45825,45831,45827,,45823
45886,46119,800,46919,-233,10,0,45844,45840,45834,,45830
45765,46119,800,46919,-354,10,0,45825,45836,45825,,45829
45754,46119,800,46919,-365,10,0,45819,45822,45816,,45820
45790,46119,800,46919,-329,10,0,45812,45798,45812,,45814
45780,46119,800,46919,-339,10,0,45790,45772,45808,,45810
45837,46119,800,46919,-282,10,0,45790,45790,45811,,45809
45941,46119,800,46919,-178,10,0,45812,45837,45827,,45819
45822,46119,800,46919,-297,10,0,45822,45845,45826,,45826
45725,46119,800,46919,-394,10,0,45790,45831,45813,,45819
45756,46119,800,46919,-363,10,0,45780,45811,45805,,45809
45707,46119,800,46919,-412,10,0,45780,45752,45792,,45798
47130,45965,800,46765,1165,10,0,45790,46079,45959,,45875
46798,45965,800,46765,833,10,0,45822,46347,46063,,46011
46585,45965,800,46765,620,10,0,45837,46555,46128,,46095
46302,45965,800,46765,337,10,0,45941,46703,46149,,46138
46169,45965,800,46765,204,10,0,46169,46463,46151,,46150
46130,45965,800,46765,165,10,0,46169,46296,46148,,46149
46017,45965,800,46765,52,10,0,46169,46154,46131,,46139
46017,45965,800,46765,52,10,0,46169,46083,46116,,46123
46076,45965,800,46765,111,10,0,46169,46060,46111,,46113
45966,45965,800,46765,1,10,0,46130,46019,46092,,46101
45850,45965,800,46765,-115,10,0,46076,45977,46061,,46076
45858,45965,800,46765,-107,10,0,46017,45937,46035,,46048
45792,45965,800,46765,-173,10,0,46017,45866,46004,,46019
45807,45965,800,46765,-158,10,0,45966,45826,45979,,45991
45921,45965,800,46765,-44,10,0,45921,45844,45971,,45975
46015,45965,800,46765,50,10,0,45921,45883,45976,,45973
45891,45965,800,46765,-74,10,0,45891,45908,45965,,45970
45855,45965,800,46765,-110,10,0,45858,45920,45951,,45958
45862,45965,800,46765,-103,10,0,45858,45905,45939,,45945
45809,45965,800,46765,-156,10,0,45858,45854,45922,,45930
45822,45965,800,46765,-143,10,0,45855,45837,45909,,45915
45855,45965,800,46765,-110,10,0,45855,45837,45902,,45905
45833,45965,800,46765,-132,10,0,45855,45829,45893,,45897
45807,45965,800,46765,-158,10,0,45855,45829,45882,,45887
45827,45965,800,46765,-138,10,0,45833,45830,45875,,45878
45795,45965,800,46765,-170,10,0,45827,45815,45865,,45870
45876,45965,800,46765,-89,10,0,45827,45826,45866,,45865
45995,45965,800,46765,30,10,0,45827,45873,45882,,45874
45866,45965,800,46765,-99,10,0,45833,45883,45880,,45881
45858,45965,800,46765,-107,10,0,45855,45898,45877,,45878
45869,45965,800,46765,-96,10,0,45858,45897,45876,,45876
45787,45965,800,46765,-178,10,0,45858,45845,45864,,45870
45820,45965,800,46765,-145,10,0,45858,45833,45858,,45861
45948,45965,800,46765,-17,10,0,45866,45856,45869,,45863
45930,45965,800,46765,-35,10,0,45869,45871,45876,,45872
45858,45965,800,46765,-107,10,0,45866,45889,45873,,45874
45868,45965,800,46765,-97,10,0,45866,45901,45872,,45872
45962,45965,800,46765,-3,10,0,45868,45904,45883,,45877
45902,45965,800,46765,-63,10,0,45869,45897,45885,,45884
45926,45965,800,46765,-39,10,0,45902,45914,45890,,45887
46038,45965,800,46765,73,10,0,45926,45957,45908,,45899
45913,45965,800,46765,-52,10,0,45926,45944,45908,,45908
45871,45965,800,46765,-94,10,0,45913,45937,45903,,45905
45917,45965,800,46765,-48,10,0,45913,45934,45904,,45903
45851,45965,800,46765,-114,10,0,45913,45888,45897,,45900
45856,45965,800,46765,-109,10,0,45913,45873,45891,,45894
45879,45965,800,46765,-86,10,0,45902,45875,45889,,45890
45934,45965,800,46765,-31,10,0,45913,45880,45894,,45891
45809,45965,800,46765,-156,10,0,45879,45869,45883,,45888
45835,45965,800,46765,-130,10,0,45871,45864,45877,,45880
45880,45965,800,46765,-85,10,0,45871,45864,45877,,45877
45855,45965,800,46765,-110,10,0,45856,45844,45874,,45875
45940,45965,800,46765,-25,10,0,45856,45877,45882,,45878
45832,45965,800,46765,-133,10,0,45856,45876,45875,,45878
45816,45965,800,46765,-149,10,0,45855,45860,45867,,45871
45861,45965,800,46765,-104,10,0,45855,45862,45866,,45866
45810,45965,800,46765,-155,10,0,45835,45829,45859,,45862
45796,45965,800,46765,-169,10,0,45835,45820,45851,,45855
45718,45965,800,46765,-247,10,0,45832,45796,45834,,45842
45825,45965,800,46765,-140,10,0,45825,45787,45832,,45833
45741,45965,800,46765,-224,10,0,45816,45770,45820,,45826
45781,45965,800,46765,-184,10,0,45810,45766,45815,,45817
45846,45965,800,46765,-119,10,0,45810,45798,45818,,45816
45796,45965,800,46765,-169,10,0,45796,45791,45815,,45816
45815,45965,800,46765,-150,10,0,45796,45809,45815,,45815
45951,45965,800,46765,-14,10,0,45796,45852,45832,,45823
45848,45965,800,46765,-117,10,0,45815,45852,45834,,45833
45756,45965,800,46765,-209,10,0,45815,45842,45824,,45829
45814,45965,800,46765,-151,10,0,45814,45842,45822,,45823
45848,45965,800,46765,-117,10,0,45815,45816,45825,,45823
45774,45965,800,46765,-191,10,0,45815,45798,45818,,45821
45850,45965,800,46765,-115,10,0,45815,45821,45822,,45820
45887,45965,800,46765,-78,10,0,45848,45839,45830,,45826
45772,45965,800,46765,-193,10,0,45848,45820,45822,,45826
45803,45965,800,46765,-162,10,0,45814,45828,45819,,45820
45816,45965,800,46765,-149,10,0,45814,45819,45818,,45818
45752,45965,800,46765,-213,10,0,45814,45785,45809,,45813
45732,45965,800,46765,-233,10,0,45803,45775,45799,,45804
45839,45965,800,46765,-126,10,0,45803,45784,45804,,45801
45805,45965,800,46765,-160,10,0,45805,45782,45804,,45804
45754,45965,800,46765,-211,10,0,45803,45782,45797,,45800
45818,45965,800,46765,-147,10,0,45803,45804,45799,,45798
45863,45965,800,46765,-102,10,0,45805,45810,45807,,45803
45840,45965,800,46765,-125,10,0,45816,45818,45811,,45809
45934,45965,800,46765,-31,10,0,45818,45863,45826,,45818
46015,45965,800,46765,50,10,0,45839,45913,45849,,45837
45867,45965,800,46765,-98,10,0,45840,45914,45851,,45850
45866,45965,800,46765,-99,10,0,45863,45920,45852,,45851
45805,45965,800,46765,-160,10,0,45863,45888,45846,,45849
45795,45965,800,46765,-170,10,0,45863,45833,45839,,45842
45850,45965,800,46765,-115,10,0,45863,45829,45840,,45839
45822,45965,800,46765,-143,10,0,45850,45818,45837,,45838
45737,45965,800,46765,-228,10,0,45850,45801,45824,,45830
45777,45965,800,46765,-188,10,0,45822,45796,45818,,45821
45829,45965,800,46765,-136,10,0,45822,45791,45819,,45818
45799,45965,800,46765,-166,10,0,45805,45785,45816,,45817
45910,45965,800,46765,-55,10,0,45805,45828,45827,,45821
46003,45965,800,46765,38,10,0,45822,45885,45849,,45838
45842,45965,800,46765,-123,10,0,45829,45888,45848,,45848
45784,45965,800,46765,-181,10,0,45822,45884,45840,,45844
45800,45965,800,46765,-165,10,0,45800,45857,45835,,45837
45744,45965,800,46765,-221,10,0,45800,45792,45823,,45829
45754,45965,800,46765,-211,10,0,45800,45770,45814,,45818
45862,45965,800,46765,-103,10,0,45800,45790,45820,,45817
45854,45965,800,46765,-111,10,0,45842,45803,45824,,45822
45793,45965,800,46765,-172,10,0,45800,45815,45820,,45822
45806,45965,800,46765,-159,10,0,45800,45828,45818,,45819
45844,45965,800,46765,-121,10,0,45800,45824,45821,,45819
45803,45965,800,46765,-162,10,0,45803,45811,45818,,45819
45814,45965,800,46765,-151,10,0,45806,45816,45817,,45817
45915,45965,800,46765,-50,10,0,45814,45844,45829,,45823
45828,45965,800,46765,-137,10,0,45828,45840,45828,,45828
45778,45965,800,46765,-187,10,0,45814,45833,45821,,45824
45783,45965,800,46765,-182,10,0,45806,45826,45816,,45818
45774,45965,800,46765,-191,10,0,45806,45790,45810,,45813
45759,45965,800,46765,-206,10,0,45803,45773,45803,,45806
45849,45965,800,46765,-116,10,0,45803,45791,45808,,45805
45938,45965,800,46765,-27,10,0,45814,45830,45824,,45816
45805,45965,800,46765,-160,10,0,45805,45837,45821,,45822
45792,45965,800,46765,-173,10,0,45792,45846,45817,,45819
45840,45965,800,46765,-125,10,0,45792,45843,45819,,45818
45766,45965,800,46765,-199,10,0,45792,45800,45812,,45815
45661,45965,800,46765,-304,10,0,45792,45764,45793,,45802
45774,45965,800,46765,-191,10,0,45792,45760,45790,,45791
45730,45965,800,46765,-235,10,0,45792,45732,45782,,45786
45703,45965,800,46765,-262,10,0,45774,45717,45772,,45777
45736,45965,800,46765,-229,10,0,45766,45735,45767,,45769
45816,45965,800,46765,-149,10,0,45766,45746,45773,,45770
45776,45965,800,46765,-189,10,0,45766,45757,45773,,45773
45801,45965,800,46765,-164,10,0,45766,45782,45776,,45774
45903,45965,800,46765,-62,10,0,45774,45824,45791,,45783
45810,45965,800,46765,-155,10,0,45776,45822,45793,,45792
45794,45965,800,46765,-171,10,0,45794,45827,45793,,45793
45845,45965,800,46765,-120,10,0,45801,45838,45799,,45796
45814,45965,800,46765,-151,10,0,45810,45815,45800,,45799
45678,45965,800,46765,-287,10,0,45810,45782,45784,,45792
45819,45965,800,46765,-146,10,0,45810,45789,45788,,45786
45789,45965,800,46765,-176,10,0,45810,45775,45788,,45788
45691,45965,800,46765,-274,10,0,45810,45744,45775,,45781
45725,45965,800,46765,-240,10,0,45794,45756,45768,,45771
45820,45965,800,46765,-145,10,0,45794,45756,45774,,45771
45766,45965,800,46765,-199,10,0,45789,45750,45773,,45773
45779,45965,800,46765,-186,10,0,45779,45772,45773,,45773
45885,45965,800,46765,-80,10,0,45779,45812,45787,,45780
45789,45965,800,46765,-176,10,0,45789,45804,45787,,45787
45809,45965,800,46765,-156,10,0,45789,45815,45789,,45788
45849,45965,800,46765,-116,10,0,45789,45833,45796,,45792
45796,45965,800,46765,-169,10,0,45796,45810,45796,,45796
45803,45965,800,46765,-162,10,0,45803,45814,45796,,45796
45917,45965,800,46765,-48,10,0,45803,45841,45811,,45803
45941,45965,800,46765,-24,10,0,45809,45864,45827,,45819
45835,45965,800,46765,-130,10,0,45835,45874,45828,,45827
45869,45965,800,46765,-96,10,0,45835,45890,45833,,45830
45901,45965,800,46765,-64,10,0,45849,45886,45841,,45837
45862,45965,800,46765,-103,10,0,45862,45866,45843,,45842
45973,45965,800,46765,8,10,0,45869,45901,45859,,45851
45830,45965,800,46765,-135,10,0,45869,45891,45855,,45857
